PdfType: replica
Format: lhagrid1
---
1.000000e-02 1.047129e-02 1.096478e-02 1.148154e-02 1.202264e-02 1.258925e-02 1.318257e-02 1.380384e-02 1.445440e-02 1.513561e-02 1.584893e-02 1.659587e-02 1.737801e-02 1.819701e-02 1.905461e-02 1.995262e-02 2.089296e-02 2.187762e-02 2.290868e-02 2.398833e-02 2.511886e-02 2.630268e-02 2.754229e-02 2.884032e-02 3.019952e-02 3.162278e-02 3.311311e-02 3.467369e-02 3.630781e-02 3.801894e-02 3.981072e-02 4.168694e-02 4.365158e-02 4.570882e-02 4.786301e-02 5.011872e-02 5.248075e-02 5.495409e-02 5.754399e-02 6.025596e-02 6.309573e-02 6.606934e-02 6.918310e-02 7.244360e-02 7.585776e-02 7.943282e-02 8.317638e-02 8.709636e-02 9.120108e-02 9.549926e-02 1.000000e-01 1.023293e-01 1.047129e-01 1.071519e-01 1.096478e-01 1.122018e-01 1.148154e-01 1.174898e-01 1.202264e-01 1.230269e-01 1.258925e-01 1.288250e-01 1.318257e-01 1.348963e-01 1.380384e-01 1.412538e-01 1.445440e-01 1.479108e-01 1.513561e-01 1.548817e-01 1.584893e-01 1.621810e-01 1.659587e-01 1.698244e-01 1.737801e-01 1.778279e-01 1.819701e-01 1.862087e-01 1.905461e-01 1.949845e-01 1.995262e-01 2.041738e-01 2.089296e-01 2.137962e-01 2.187762e-01 2.238721e-01 2.290868e-01 2.344229e-01 2.398833e-01 2.454709e-01 2.511886e-01 2.570396e-01 2.630268e-01 2.691535e-01 2.754229e-01 2.818383e-01 2.884032e-01 2.951209e-01 3.019952e-01 3.090295e-01 3.162278e-01 3.235937e-01 3.311311e-01 3.388442e-01 3.467369e-01 3.548134e-01 3.630781e-01 3.715352e-01 3.801894e-01 3.890451e-01 3.981072e-01 4.073803e-01 4.168694e-01 4.265795e-01 4.365158e-01 4.466836e-01 4.570882e-01 4.677351e-01 4.786301e-01 4.897788e-01 5.011872e-01 5.128614e-01 5.248075e-01 5.370318e-01 5.495409e-01 5.623413e-01 5.754399e-01 5.888437e-01 6.025596e-01 6.095369e-01 6.165950e-01 6.237348e-01 6.309573e-01 6.382635e-01 6.456542e-01 6.531306e-01 6.606934e-01 6.683439e-01 6.760830e-01 6.839116e-01 6.918310e-01 6.998420e-01 7.079458e-01 7.161434e-01 7.244360e-01 7.328245e-01 7.413102e-01 7.498942e-01 7.585776e-01 7.673615e-01 7.762471e-01 7.852356e-01 7.943282e-01 8.035261e-01 8.081649e-01 8.128305e-01 8.175230e-01 8.222426e-01 8.269895e-01 8.317638e-01 8.365656e-01 8.413951e-01 8.462526e-01 8.511380e-01 8.560517e-01 8.609938e-01 8.659643e-01 8.709636e-01 8.759917e-01 8.810489e-01 8.861352e-01 8.912509e-01 8.963962e-01 9.015711e-01 9.067760e-01 9.120108e-01 9.172759e-01 9.225714e-01 9.278975e-01 9.332543e-01 9.386420e-01 9.440609e-01 9.495110e-01 9.549926e-01 9.605058e-01 9.660509e-01 9.716280e-01 9.772372e-01 9.828789e-01 9.885531e-01 9.942601e-01 1.000000e+00 
1.000000e+00 1.053917e+00 1.112953e+00 1.177724e+00 1.248939e+00 1.327409e+00 1.414069e+00 1.510000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
5.924327e-02  -3.637432e-01  4.955781e-01  2.281883e-01  2.029784e+00  5.559832e-04  2.283708e-01  1.390762e-01  4.955781e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  4.192221e-01  1.527952e-01  1.951425e+00  -1.671520e-01  1.529590e-01  6.077689e-02  4.192221e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  3.514724e-01  8.604561e-02  1.881462e+00  -3.131017e-01  8.619233e-02  -8.888346e-03  3.514724e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  2.922275e-01  2.783633e-02  1.819801e+00  -4.376935e-01  2.796743e-02  -7.002130e-02  2.922275e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  2.413410e-01  -2.198052e-02  1.766300e+00  -5.414343e-01  -2.186367e-02  -1.227686e-01  2.413410e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  1.986301e-01  -6.358904e-02  1.720781e+00  -6.249182e-01  -6.348521e-02  -1.673131e-01  1.986301e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  1.638828e-01  -9.720258e-02  1.683036e+00  -6.888103e-01  -9.711063e-02  -2.038671e-01  1.638828e-01  -3.637432e-01  5.924327e-02  
5.924327e-02  -3.637432e-01  1.368635e-01  -1.230578e-01  1.652834e+00  -7.338333e-01  -1.229767e-01  -2.326661e-01  1.368635e-01  -3.637432e-01  5.924327e-02  
7.426051e-02  -3.586724e-01  4.431660e-01  1.756566e-01  1.978714e+00  -1.242338e-01  1.758185e-01  8.375483e-02  4.431660e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  3.701362e-01  1.036746e-01  1.903476e+00  -2.833256e-01  1.038195e-01  8.727353e-03  3.701362e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  3.058340e-01  4.045720e-02  1.836750e+00  -4.204354e-01  4.058668e-02  -5.754170e-02  3.058340e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  2.501099e-01  -1.414661e-02  1.778391e+00  -5.360664e-01  -1.403119e-02  -1.152019e-01  2.501099e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  2.027755e-01  -6.032698e-02  1.728218e+00  -6.308176e-01  -6.022436e-02  -1.644423e-01  2.027755e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  1.636105e-01  -9.830542e-02  1.686015e+00  -7.053655e-01  -9.821446e-02  -2.054831e-01  1.636105e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  1.323700e-01  -1.283283e-01  1.651542e+00  -7.604483e-01  -1.282479e-01  -2.385697e-01  1.323700e-01  -3.586724e-01  7.426051e-02  
7.426051e-02  -3.586724e-01  1.087895e-01  -1.506613e-01  1.624539e+00  -7.968537e-01  -1.505907e-01  -2.639667e-01  1.087895e-01  -3.586724e-01  7.426051e-02  
8.918564e-02  -3.533103e-01  3.910068e-01  1.234395e-01  1.927917e+00  -2.481508e-01  1.235814e-01  2.853743e-02  3.910068e-01  -3.533103e-01  8.918564e-02  
